 x_m, y_m, w_tr_right_m, w_tr_left_m
51.7107140837041,29.8102276789457,1.1,1.1
51.7020367033386,30.1742897032608,1.1,1.1
51.6933361508414,30.538352164786,1.1,1.1
51.6846141021844,30.9024149906529,1.1,1.1
51.6758736907061,31.2664783265982,1.1,1.1
51.667118486955,31.6305419540168,1.1,1.1
51.6583518428747,31.9946058729088,1.1,1.1
51.6495771832772,32.3586700832742,1.1,1.1
51.640798078711,32.7227345851129,1.1,1.1
51.6320178082515,33.0867993055566,1.1,1.1
51.6232398695787,33.450864171737,1.1,1.1
51.6144676146364,33.814929183654,1.1,1.1
51.6057046139731,34.1789942684394,1.1,1.1
51.5969542195323,34.5430594989615,1.1,1.1
51.5882198561261,34.9071247294836,1.1,1.1
51.5795049485662,35.2711899600057,1.1,1.1
51.5708129216647,35.6352551905277,1.1,1.1
51.5621472731017,35.9993202753131,1.1,1.1
51.5535113548209,36.3633853600986,1.1,1.1
51.5449086645025,36.7274502262789,1.1,1.1
51.5363426269584,37.0915149467226,1.1,1.1
51.5278165941322,37.4555794485613,1.1,1.1
51.5193340637041,37.8196436589267,1.1,1.1
51.5108984604862,38.183707650687,1.1,1.1
51.5025132092901,38.5477712781056,1.1,1.1
51.494181734928,38.9118346140509,1.1,1.1
51.4859074622116,39.2758975127861,1.1,1.1
51.4776938888213,39.6399599743114,1.1,1.1
51.4695443667007,40.0040219986266,1.1,1.1
51.4614623206616,40.3680835128634,1.1,1.1
51.4534512483843,40.7321445170218,1.1,1.1
51.4455145018123,41.0962049382335,1.1,1.1
51.437655578626,41.4602647764986,1.1,1.1
51.4298779036372,41.8243239589485,1.1,1.1
51.4221849016579,42.1883824855834,1.1,1.1
51.4145799246316,42.552440283535,1.1,1.1
51.4070665431069,42.9164972799348,1.1,1.1
51.3996481090274,43.2805536205196,1.1,1.1
51.392328047205,43.6446090866843,1.1,1.1
51.3851097824517,44.0086636784289,1.1,1.1
51.3779968124476,44.3727173957535,1.1,1.1
51.3709924891364,44.736770238658,1.1,1.1
51.3641003101983,45.1008220614058,1.1,1.1
51.3573236275768,45.4648729368652,1.1,1.1
51.3506659389523,45.8289227192995,1.1,1.1
51.3441306691367,46.192971481577,1.1,1.1
51.3377211700734,46.5570191508295,1.1,1.1
51.3314410123112,46.9210657270569,1.1,1.1
51.3252935477936,47.2851110645225,1.1,1.1
51.3192822013325,47.6491552360948,1.1,1.1
51.3134103977398,48.0131980960369,1.1,1.1
51.3076815618274,48.3772397900856,1.1,1.1
51.3020991912756,48.7412800996359,1.1,1.1
51.2965896161941,49.1053171301109,1.1,1.1
51.2908429275388,49.4693429388618,1.1,1.1
51.2845041107639,49.8333485630829,1.1,1.1
51.2772180055874,50.1973249671003,1.1,1.1
51.268629524595,50.5612629695032,1.1,1.1
51.2583834346361,50.9251536803543,1.1,1.1
51.2461246482968,51.288987918243,1.1,1.1
51.231498078163,51.6527567203636,1.1,1.1
51.2141485639525,52.0164511239106,1.1,1.1
51.1937210182511,52.3800618746048,1.1,1.1
51.1698602807766,52.7435801553774,1.1,1.1
51.1422111912467,53.1069967848176,1.1,1.1
51.1104188079839,53.4703019256997,1.1,1.1
51.0741387552202,53.8334138197479,1.1,1.1
51.0330453114819,54.1961236263037,1.1,1.1
50.9868147227407,54.5582098256177,1.1,1.1
50.9351232349682,54.9194506793357,1.1,1.1
50.8776471670042,55.2796244491032,1.1,1.1
50.8140626190837,55.6385096151709,1.1,1.1
50.7440459829151,55.9958842934478,1.1,1.1
50.6672734316015,56.3515270370528,1.1,1.1
50.5834212111146,56.7052160347633,1.1,1.1
50.4921654945576,57.0567296939616,1.1,1.1
50.3931826736388,57.4058462762933,1.1,1.1
50.2861488485932,57.7523441162723,1.1,1.1
50.1707989244048,58.0960189639458,1.1,1.1
50.0472019073904,58.4367653059592,1.1,1.1
49.9155452149169,58.7745126786292,1.1,1.1
49.7760163372194,59.1091908368774,1.1,1.1
49.6288029831382,59.4407293170203,1.1,1.1
49.4740927157768,59.7690578011113,1.1,1.1
49.3120730253705,60.0941058983351,1.1,1.1
49.1429316207595,60.4158033636135,1.1,1.1
48.9668559193106,60.7340796603946,1.1,1.1
48.7840336298642,61.0488645436,1.1,1.1
48.594652169787,61.3600876224147,1.1,1.1
48.3988993207877,61.6676785060236,1.1,1.1
48.1969625002331,61.9715668036115,1.1,1.1
47.9890293440952,62.2716822701,1.1,1.1
47.7752874154774,62.5679544418058,1.1,1.1
47.5559243503517,62.8603130007822,1.1,1.1
47.3311276389533,63.1486875562138,1.1,1.1
47.1010848443858,63.4330077172858,1.1,1.1
46.8659836754893,63.7132031660514,1.1,1.1
46.6260115496308,63.9892035845637,1.1,1.1
46.3813561027822,64.2609385091395,1.1,1.1
46.1322049709153,64.5283376218319,1.1,1.1
45.8787456442654,64.7913306046942,1.1,1.1
45.6211657588043,65.049846994043,1.1,1.1
45.3596528776356,65.3038165447998,1.1,1.1
45.0943830506654,65.5531677731245,1.1,1.1
44.8254034965772,65.7978186292678,1.1,1.1
44.55268047733,66.0376798495149,1.1,1.1
44.2761790161214,66.2726623158878,1.1,1.1
43.9958639175439,66.5026767646716,1.1,1.1
43.7117002047949,66.7276340778883,1.1,1.1
43.4236528282035,66.9474450646914,1.1,1.1
43.1316868109672,67.162020461366,1.1,1.1
42.8357671034152,67.3712710770659,1.1,1.1
42.5358585830083,67.5751077209444,1.1,1.1
42.2319262729438,67.7734411292869,1.1,1.1
41.9239351235511,67.9661822569835,1.1,1.1
41.6118500851591,68.1532417674512,1.1,1.1
41.2956592802287,68.3345048201883,1.1,1.1
40.9754868764089,68.5097059558373,1.1,1.1
40.6515065918189,68.678524699445,1.1,1.1
40.3238920717095,68.8406407946633,1.1,1.1
39.9928170342001,68.9957337665389,1.1,1.1
39.6584552702781,69.1434832129873,1.1,1.1
39.3209804251944,69.283568659055,1.1,1.1
38.9805662170684,69.415669848394,1.1,1.1
38.6373863640191,69.5394662331828,1.1,1.1
38.2916146570341,69.6546374113366,1.1,1.1
37.9434248142327,69.7608631265071,1.1,1.1
37.5929904079975,69.8578227580047,1.1,1.1
37.2404850835792,69.9452111332272,1.1,1.1
36.8860765838933,70.0231226166731,1.1,1.1
36.5299264580466,70.0920829534054,1.1,1.1
36.1721960365408,70.152639384647,1.1,1.1
35.8130465770089,70.2053392973574,1.1,1.1
35.4526394099529,70.2507299327596,1.1,1.1
35.091135793006,70.2893584592081,1.1,1.1
34.7286970566698,70.321772190794,1.1,1.1
34.3654843857093,70.3485184416087,1.1,1.1
34.0016591834946,70.3701443800067,1.1,1.1
33.6373826347906,70.3871973200792,1.1,1.1
33.2728160700989,70.400224503049,1.1,1.1
32.9081208199213,70.4097732430075,1.1,1.1
32.5434499806371,70.4163751144846,1.1,1.1
32.1788619197856,70.4203801769791,1.1,1.1
31.8143540869748,70.4220219006477,1.1,1.1
31.449923057393,70.4215318610706,1.1,1.1
31.0855653333598,70.4191414880912,1.1,1.1
30.7212774171949,70.4150823572895,1.1,1.1
30.3570556654815,70.4095858985089,1.1,1.1
29.992896726276,70.4028836873295,1.1,1.1
29.6287971018981,70.3952072264631,1.1,1.1
29.2647531489309,70.3867880914896,1.1,1.1
28.9007615154308,70.3778576393841,1.1,1.1
28.5368185579809,70.3686475185952,1.1,1.1
28.1729208517693,70.359388503151,1.1,1.1
27.8090637332222,70.3502394460298,1.1,1.1
27.4452407170577,70.341225195335,1.1,1.1
27.0814448807834,70.3323555882923,1.1,1.1
26.7176693747756,70.3236408264691,1.1,1.1
26.3539073494104,70.3150908199595,1.1,1.1
25.9901521008007,70.3067155517258,1.1,1.1
25.6263967064544,70.2985251504673,1.1,1.1
25.2626343167475,70.2905295262777,1.1,1.1
24.8988581549247,70.2827387349879,1.1,1.1
24.535061371362,70.2751628324288,1.1,1.1
24.1712371164357,70.2678117286942,1.1,1.1
23.8073785405219,70.2606955524832,1.1,1.1
23.4434789397334,70.2538242867582,1.1,1.1
23.0795313187098,70.2472079144817,1.1,1.1
22.7155289006956,70.2408564914843,1.1,1.1
22.3514649089353,70.2347800735969,1.1,1.1
21.987332493805,70.2289884980449,1.1,1.1
21.623124805681,70.223491966396,1.1,1.1
21.2588349949394,70.2183004616125,1.1,1.1
20.8944562119563,70.2134239666567,1.1,1.1
20.5299817528446,70.2088724644911,1.1,1.1
20.1654046222439,70.2046560109464,1.1,1.1
19.8007181162669,70.2007846618532,1.1,1.1
19.4359153124215,70.1972683273057,1.1,1.1
19.0709894339522,70.194117136003,1.1,1.1
18.7059557103418,70.1911937311268,1.1,1.1
18.3409035510418,70.1878651782878,1.1,1.1
17.9759380321963,70.1833945599781,1.1,1.1
17.6111642299497,70.1770445943475,1.1,1.1
17.2466870747095,70.1680783638878,1.1,1.1
16.8826117154883,70.1557586596174,1.1,1.1
16.5190431555621,70.1393484911597,1.1,1.1
16.1560864710752,70.1181107224015,1.1,1.1
15.7938466653034,70.0913082900977,1.1,1.1
15.4324288872593,70.0582041310035,1.1,1.1
15.0719379944822,70.0180611090056,1.1,1.1
14.7124792088531,69.9701422337274,1.1,1.1
14.3541586266728,69.9137555474255,1.1,1.1
13.9970958248852,69.848759029708,1.1,1.1
13.6414193432394,69.7753770421894,1.1,1.1
13.2872579400897,69.6938405046349,1.1,1.1
12.9347403737906,69.6043803368093,1.1,1.1
12.5839952569595,69.5072275313461,1.1,1.1
12.2351514208192,69.4026130080103,1.1,1.1
11.8883375508556,69.2907676865669,1.1,1.1
11.5436823325547,69.1719225596493,1.1,1.1
11.2013144514024,69.0463085470225,1.1,1.1
10.8613627386214,68.9141566413198,1.1,1.1
10.5239558796977,68.7756977623063,1.1,1.1
10.1892224143805,68.6311622468003,1.1,1.1
9.85727958782664,68.4807140485636,1.1,1.1
9.52822234748136,68.3243885816088,1.1,1.1
9.20214316326631,68.1622068320175,1.1,1.1
8.87913443223484,67.994189567266,1.1,1.1
8.55928855144029,67.8203576276994,1.1,1.1
8.24269813654102,67.6407318536622,1.1,1.1
7.92945551172205,67.4553331583679,1.1,1.1
7.61965321977338,67.2641823092929,1.1,1.1
7.31338358488003,67.0673002196503,1.1,1.1
7.01073914983202,66.864707729785,1.1,1.1
6.71181231168268,66.6564256800419,1.1,1.1
6.41669561322205,66.4424748378973,1.1,1.1
6.12548633368216,66.2228756064862,1.1,1.1
5.83842931068069,65.9976319206989,1.1,1.1
5.55593756196083,65.7667289882625,1.1,1.1
5.2784332138081,65.5301509967476,1.1,1.1
5.00633853824468,65.2878822794615,1.1,1.1
4.74007566155606,65.0399070239746,1.1,1.1
4.48006685576445,64.7862094907257,1.1,1.1
4.22659106087,64.5268223975991,1.1,1.1
3.97943076488199,64.2619470069457,1.1,1.1
3.73826075640524,63.9918210881546,1.1,1.1
3.50275589691294,63.7166822648778,1.1,1.1
3.27259097500991,63.4367683065043,1.1,1.1
3.04744070643262,63.1523169095545,1.1,1.1
2.82706637450385,62.8635432542323,1.1,1.1
2.61152940723301,62.5705840415409,1.1,1.1
2.40095703273932,62.2735587755557,1.1,1.1
2.19547626053694,61.9725869603519,1.1,1.1
1.99521402727173,61.6677881000048,1.1,1.1
1.80029748819453,61.3592819171948,1.1,1.1
1.61085365281952,61.0471877702605,1.1,1.1
1.4270095306609,60.7316253090139,1.1,1.1
1.24889220410116,60.4127140375302,1.1,1.1
1.0766286826545,60.0905735327532,1.1,1.1
0.910346048703424,59.765323298758,1.1,1.1
0.750171311762117,59.4370829124884,1.1,1.1
0.596231554213095,59.1059718780197,1.1,1.1
0.448653785570545,58.7721098451639,1.1,1.1
0.307565015348639,58.4356161722594,1.1,1.1
0.173092398798235,58.0966105819868,1.1,1.1
0.045362872565177,57.755212505553,1.1,1.1
-0.07549648096802,57.4115415927699,1.1,1.1
-0.18935857941884,57.0657172748444,1.1,1.1
-0.29609648614144,56.7178591287204,1.1,1.1
-0.395583118753303,56.3680867313413,1.1,1.1
-0.487691322003573,56.0165196596508,1.1,1.1
-0.572294232114739,55.6632774177243,1.1,1.1
-0.649264620967624,55.308479509637,1.1,1.1
-0.718475624784705,54.9522455123326,1.1,1.1
-0.779857581434294,54.5946941283346,1.1,1.1
-0.833714861966722,54.2359388136463,1.1,1.1
-0.880501217526443,53.8760908382206,1.1,1.1
-0.920670763599621,53.5152614720108,1.1,1.1
-0.954677542804061,53.1535619849697,1.1,1.1
-0.982975743494252,52.7911036470504,1.1,1.1
-1.00601940828802,52.427997728206,1.1,1.1
-1.02426272553985,52.0643555712578,1.1,1.1
-1.03815973786756,51.7002883732906,1.1,1.1
-1.04816463362565,51.3359074771257,1.1,1.1
-1.05473152830025,50.9713240798478,1.1,1.1
-1.0583144645092,50.6066495242784,1.1,1.1
-1.05936763060699,50.2419950803704,1.1,1.1
-1.05829588308286,49.8774492102869,1.1,1.1
-1.05532846573007,49.5130186907834,1.1,1.1
-1.05065512770231,49.1486923001358,1.1,1.1
-1.04446583675833,48.7844585251465,1.1,1.1
-1.03695041492016,48.4203061440915,1.1,1.1
-1.02829868420988,48.0562236437732,1.1,1.1
-1.01870053951785,47.6921998024674,1.1,1.1
-1.00834587573449,47.3282231798451,1.1,1.1
-0.997424442013503,46.9642824084453,1.1,1.1
-0.986126206113609,46.6003661208073,1.1,1.1
-0.974640990056874,46.2364629494703,1.1,1.1
-0.963158688733685,45.8725615998417,1.1,1.1
-0.951860598570468,45.5086510688025,1.1,1.1
-0.940817037513982,45.144727348594,1.1,1.1
-0.930020062915318,44.7807906578212,1.1,1.1
-0.919460056153786,44.4168417251675,1.1,1.1
-0.909127544345359,44.0528810607113,1.1,1.1
-0.899012908869339,43.6889091016626,1.1,1.1
-0.889106531105045,43.3249265767049,1.1,1.1
-0.879398865300113,42.960933923048,1.1,1.1
-0.869880438570516,42.5969317236389,1.1,1.1
-0.860541559427237,42.2329204885557,1.1,1.1
-0.851372754986249,41.8689008007452,1.1,1.1
-0.842364333758511,41.5048732431542,1.1,1.1
-0.833506895728361,41.140838325861,1.1,1.1
-0.824790749406752,40.7767966318123,1.1,1.1
-0.816206349041328,40.4127485982181,1.1,1.1
-0.807744148879742,40.0486949537619,1.1,1.1
-0.79939453030129,39.6846361356536,1.1,1.1
-0.791148020421959,39.32057272684,1.1,1.1
-0.782995000621052,38.9565052373994,1.1,1.1
-0.77492585227787,38.5924343231469,1.1,1.1
-0.76693102964006,38.2283604212925,1.1,1.1
-0.759001059823601,37.864284114783,1.1,1.1
-0.751126251339468,37.5002059136966,1.1,1.1
-0.743297131303634,37.1361264738485,1.1,1.1
-0.735504081095402,36.772046305317,1.1,1.1
-0.727737627830767,36.4079659181805,1.1,1.1
-0.719992306384324,36.0438856767807,1.1,1.1
-0.712267606677702,35.6798055082492,1.1,1.1
-0.704563091500873,35.3157254125861,1.1,1.1
-0.696878396512146,34.9516455355279,1.1,1.1
-0.6892133031065,34.5875656584698,1.1,1.1
-0.681567301205563,34.2234859271483,1.1,1.1
-0.673940245072671,33.8594063415635,1.1,1.1
-0.666331624629441,33.4953268288471,1.1,1.1
-0.658741148402522,33.131247388999,1.1,1.1
-0.651168597786893,32.7671680220192,1.1,1.1
-0.643613462704198,32.4030888007761,1.1,1.1
-0.636075451681067,32.0390096524014,1.1,1.1
-0.628554273244156,31.674930576895,1.1,1.1
-0.621049635920109,31.3108515742569,1.1,1.1
-0.61356102963055,30.9467726444871,1.1,1.1
-0.606088235770469,30.5826937875857,1.1,1.1
-0.598630962866512,30.2186150035527,1.1,1.1
-0.5911887008403,29.854536292388,1.1,1.1
-0.583761231086827,29.4904575812233,1.1,1.1
-0.576348262132736,29.1263790157952,1.1,1.1
-0.568949356767998,28.7623004503672,1.1,1.1
-0.561564150650916,28.3982220306758,1.1,1.1
-0.554192425176468,28.0341435381161,1.1,1.1
-0.54683374313464,27.6700651912931,1.1,1.1
-0.539487740183718,27.30598684447,1.1,1.1
-0.532154197718703,26.941908497647,1.1,1.1
-0.524832751397896,26.5778302965607,1.1,1.1
-0.517522964011261,26.213752022606,1.1,1.1
-0.51022454408545,25.8496738215196,1.1,1.1
-0.502937200147105,25.4855956204333,1.1,1.1
-0.495660494986192,25.1215174922153,1.1,1.1
-0.488394209997703,24.7574393639973,1.1,1.1
-0.481137907971605,24.3933612357792,1.1,1.1
-0.473891297434539,24.0292831804296,1.1,1.1
-0.466654014044807,23.6652051250799,1.1,1.1
-0.459425693460731,23.3011269968619,1.1,1.1
-0.452206117077283,22.9370489415122,1.1,1.1
-0.444994774816099,22.5729708861625,1.1,1.1
-0.437791448072159,22.2088928308129,1.1,1.1
-0.430595772503769,21.8448147025948,1.1,1.1
-0.423407456637588,21.4807366472452,1.1,1.1
-0.416225990395224,21.1166585190272,1.1,1.1
-0.40905122804002,20.7525804636775,1.1,1.1
-0.401882732361926,20.3885023354595,1.1,1.1
-0.394720211887607,20.0244242072415,1.1,1.1
-0.387563229407015,19.6603460061551,1.1,1.1
-0.380411566315141,19.2962678050688,1.1,1.1
-0.37326478540196,18.9321896039824,1.1,1.1
-0.366122595194106,18.5681113300277,1.1,1.1
-0.358984704218231,18.2040329832047,1.1,1.1
-0.351850675264298,17.83995470925,1.1,1.1
-0.34472021685896,17.4758762895587,1.1,1.1
-0.337592964660516,17.1117978698673,1.1,1.1
-0.330468627195617,16.7477193773076,1.1,1.1
-0.32334684012257,16.3836408847479,1.1,1.1
-0.316227239099685,16.0195622464515,1.1,1.1
-0.309109532653603,15.6554836081551,1.1,1.1
-0.301993356442625,15.2914048969904,1.1,1.1
-0.29487841899341,14.9273261129573,1.1,1.1
-0.287764283095914,14.5632473289243,1.1,1.1
-0.28065065727679,14.1991683991545,1.1,1.1
-0.273537177194343,13.8350893965165,1.1,1.1
-0.266423551375226,13.4710103210101,1.1,1.1
-0.259309488346066,13.1069311726353,1.1,1.1
-0.252194478028515,12.7428519513922,1.1,1.1
-0.24507837468588,12.3787725844124,1.1,1.1
-0.237960668239791,12.0146932174327,1.1,1.1
-0.230841140085241,11.6506137047162,1.1,1.1
-0.223719353012194,11.2865340462631,1.1,1.1
-0.216595088415638,10.92245438781,1.1,1.1
-0.209467909085537,10.5583745107519,1.1,1.1
-0.202337523548534,10.1942946336937,1.1,1.1
-0.195203567462944,9.8302146108989,1.1,1.1
-0.188065749355404,9.46613444236741,1.1,1.1
-0.180923632015886,9.10205420096758,1.1,1.1
-0.17377692397104,8.73797381383107,1.1,1.1
-0.16662533374751,8.37389328095789,1.1,1.1
-0.159468497003596,8.00981267521636,1.1,1.1
-0.152306049397613,7.64573185086983,1.1,1.1
-0.145137626587862,7.28165095365494,1.1,1.1
-0.137963009969328,6.91756991070339,1.1,1.1
-0.13078168946365,6.5534887948835,1.1,1.1
-0.123593446465797,6.18940746045859,1.1,1.1
-0.116397916634093,5.825325980297,1.1,1.1
-0.109194735626831,5.46124435439873,1.1,1.1
-0.101983611970661,5.0971625827638,1.1,1.1
-0.094764108455548,4.73308066539218,1.1,1.1
-0.087536006476486,4.36899860228388,1.1,1.1
-0.08029886882344,4.00491632057057,1.1,1.1
-0.073052476891388,3.64083389312058,1.1,1.1
-0.065796320601961,3.27675131993391,1.1,1.1
-0.058530181350151,2.91266860101057,1.1,1.1
-0.051253694794258,2.54858566348221,1.1,1.1
-0.043966569460927,2.18450258021718,1.1,1.1
-0.03666836814013,1.82041927834712,1.1,1.1
-0.029358726490174,1.45633583074039,1.1,1.1
-0.02203749877438,1.09225216452865,1.1,1.1
-0.01470417491438,0.728168279711891,1.1,1.1
-0.007358390568479,0.364084249158449,1.1,1.1
